"Directory","RelativePath","FileName","FullPath","Extension","SizeMB","SizeBytes"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\Window1.xaml.cs","Window1.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\Window1.xaml.cs",".cs","0.0005","547"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\bin\Debug\TextBlockDemo.vshost.exe.manifest","TextBlockDemo.vshost.exe.manifest","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\bin\Debug\TextBlockDemo.vshost.exe.manifest",".manifest","0.0005","490"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\App.g.cs","App.g.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\App.g.cs",".cs","0.002","2077"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\App.g.i.cs","App.g.i.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\App.g.i.cs",".cs","0.0022","2266"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache","DesignTimeResolveAssemblyReferencesInput.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache",".cache","0.0067","7012"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TextBlockDemo_MarkupCompile.cache","TextBlockDemo_MarkupCompile.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TextBlockDemo_MarkupCompile.cache",".cache","0.0003","340"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TextBlockDemo_MarkupCompile.i.cache","TextBlockDemo_MarkupCompile.i.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TextBlockDemo_MarkupCompile.i.cache",".cache","0.0003","340"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TextBlockDemo.csproj.FileListAbsolute.txt","TextBlockDemo.csproj.FileListAbsolute.txt","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TextBlockDemo.csproj.FileListAbsolute.txt",".txt","0.0014","1499"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TextBlockDemo.csproj.GenerateResource.Cache","TextBlockDemo.csproj.GenerateResource.Cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TextBlockDemo.csproj.GenerateResource.Cache",".Cache","0.0008","789"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TextBlockDemo.g.resources","TextBlockDemo.g.resources","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TextBlockDemo.g.resources",".resources","0.0012","1220"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TextBlockDemo.Properties.Resources.resources","TextBlockDemo.Properties.Resources.resources","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TextBlockDemo.Properties.Resources.resources",".resources","0.0002","180"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\Window1.g.cs","Window1.g.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\Window1.g.cs",".cs","0.0024","2508"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\Window1.g.i.cs","Window1.g.i.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\Window1.g.i.cs",".cs","0.0028","2955"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TempPE\Properties.Resources.Designer.cs.dll","Properties.Resources.Designer.cs.dll","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\obj\Debug\TempPE\Properties.Resources.Designer.cs.dll",".dll","0.0044","4608"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\Properties\AssemblyInfo.cs","AssemblyInfo.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\Properties\AssemblyInfo.cs",".cs","0.0022","2292"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\Properties\Resources.Designer.cs","Resources.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\Properties\Resources.Designer.cs",".cs","0.0027","2850"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\Properties\Resources.resx","Resources.resx","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\Properties\Resources.resx",".resx","0.0054","5612"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\Properties\Settings.Designer.cs","Settings.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\Properties\Settings.Designer.cs",".cs","0.001","1092"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\Properties\Settings.settings","Settings.settings","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TextBlockDemo\Properties\Settings.settings",".settings","0.0002","201"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\about.png","about.png","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\about.png",".png","0.0021","2179"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\App.xaml","App.xaml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\App.xaml",".xaml","0.0003","293"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\App.xaml.cs","App.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\App.xaml.cs",".cs","0.0003","293"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\TooltipsDemo.csproj","TooltipsDemo.csproj","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\TooltipsDemo.csproj",".csproj","0.0044","4609"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Window1.xaml","Window1.xaml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Window1.xaml",".xaml","0.0008","848"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Window1.xaml.cs","Window1.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Window1.xaml.cs",".cs","0.0005","573"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\bin\Debug\TooltipsDemo.exe","TooltipsDemo.exe","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\bin\Debug\TooltipsDemo.exe",".exe","0.0103","10752"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\bin\Debug\TooltipsDemo.pdb","TooltipsDemo.pdb","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\bin\Debug\TooltipsDemo.pdb",".pdb","0.0229","24064"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\bin\Debug\TooltipsDemo.vshost.exe","TooltipsDemo.vshost.exe","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\bin\Debug\TooltipsDemo.vshost.exe",".exe","0.0207","21680"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\bin\Debug\TooltipsDemo.vshost.exe.manifest","TooltipsDemo.vshost.exe.manifest","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\bin\Debug\TooltipsDemo.vshost.exe.manifest",".manifest","0.0005","490"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\App.g.cs","App.g.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\App.g.cs",".cs","0.0022","2267"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\App.g.i.cs","App.g.i.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\App.g.i.cs",".cs","0.0022","2267"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache","DesignTimeResolveAssemblyReferencesInput.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache",".cache","0.0067","7009"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo_MarkupCompile.cache","TooltipsDemo_MarkupCompile.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo_MarkupCompile.cache",".cache","0.0003","336"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo_MarkupCompile.i.cache","TooltipsDemo_MarkupCompile.i.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo_MarkupCompile.i.cache",".cache","0.0003","336"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo.csproj.FileListAbsolute.txt","TooltipsDemo.csproj.FileListAbsolute.txt","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo.csproj.FileListAbsolute.txt",".txt","0.0026","2772"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo.csproj.GenerateResource.Cache","TooltipsDemo.csproj.GenerateResource.Cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo.csproj.GenerateResource.Cache",".Cache","0.0008","789"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo.exe","TooltipsDemo.exe","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo.exe",".exe","0.0103","10752"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo.g.resources","TooltipsDemo.g.resources","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo.g.resources",".resources","0.0033","3502"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo.pdb","TooltipsDemo.pdb","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo.pdb",".pdb","0.0229","24064"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo.Properties.Resources.resources","TooltipsDemo.Properties.Resources.resources","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TooltipsDemo.Properties.Resources.resources",".resources","0.0002","180"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\Window1.baml","Window1.baml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\Window1.baml",".baml","0.001","1065"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\Window1.g.cs","Window1.g.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\Window1.g.cs",".cs","0.0028","2957"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\Window1.g.i.cs","Window1.g.i.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\Window1.g.i.cs",".cs","0.0028","2957"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TempPE\Properties.Resources.Designer.cs.dll","Properties.Resources.Designer.cs.dll","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\obj\Debug\TempPE\Properties.Resources.Designer.cs.dll",".dll","0.0044","4608"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Properties\AssemblyInfo.cs","AssemblyInfo.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Properties\AssemblyInfo.cs",".cs","0.0022","2290"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Properties\Resources.Designer.cs","Resources.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Properties\Resources.Designer.cs",".cs","0.0027","2848"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Properties\Resources.resx","Resources.resx","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Properties\Resources.resx",".resx","0.0054","5612"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Properties\Settings.Designer.cs","Settings.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Properties\Settings.Designer.cs",".cs","0.001","1091"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Properties\Settings.settings","Settings.settings","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart1\TooltipsDemo\Properties\Settings.settings",".settings","0.0002","201"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\ControlsPart2.sln","ControlsPart2.sln","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\ControlsPart2.sln",".sln","0.0057","5957"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\UpgradeLog.htm","UpgradeLog.htm","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\UpgradeLog.htm",".htm","0.155","162486"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\.vs\ControlsPart2\v14\.suo",".suo","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\.vs\ControlsPart2\v14\.suo",".suo","0.0322","33792"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\ControlsPart2.sln","ControlsPart2.sln","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\ControlsPart2.sln",".sln","0.0056","5880"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\App.xaml","App.xaml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\App.xaml",".xaml","0.0003","296"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\App.xaml.cs","App.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\App.xaml.cs",".cs","0.0003","296"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\CustomSeparator.csproj","CustomSeparator.csproj","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\CustomSeparator.csproj",".csproj","0.004","4231"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Window1.xaml","Window1.xaml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Window1.xaml",".xaml","0.0017","1733"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Window1.xaml.cs","Window1.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Window1.xaml.cs",".cs","0.0005","576"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Properties\AssemblyInfo.cs","AssemblyInfo.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Properties\AssemblyInfo.cs",".cs","0.0022","2296"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Properties\Resources.Designer.cs","Resources.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Properties\Resources.Designer.cs",".cs","0.0024","2481"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Properties\Resources.resx","Resources.resx","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Properties\Resources.resx",".resx","0.0054","5612"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Properties\Settings.Designer.cs","Settings.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Properties\Settings.Designer.cs",".cs","0.001","1012"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Properties\Settings.settings","Settings.settings","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\CustomSeparator\Properties\Settings.settings",".settings","0.0002","201"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\app.config","app.config","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\app.config",".config","0.0004","418"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\App.xaml","App.xaml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\App.xaml",".xaml","0.0003","294"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\App.xaml.cs","App.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\App.xaml.cs",".cs","0.0003","294"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\DataBoundTree.csproj","DataBoundTree.csproj","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\DataBoundTree.csproj",".csproj","0.0069","7235"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\DataBoundTree.csproj.user","DataBoundTree.csproj.user","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\DataBoundTree.csproj.user",".user","0.0005","545"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Northwind.dbml","Northwind.dbml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Northwind.dbml",".dbml","0.0023","2388"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Northwind.dbml.layout","Northwind.dbml.layout","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Northwind.dbml.layout",".layout","0.0016","1644"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Northwind.designer.cs","Northwind.designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Northwind.designer.cs",".cs","0.0138","14462"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Window1.xaml","Window1.xaml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Window1.xaml",".xaml","0.0008","875"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Window1.xaml.cs","Window1.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Window1.xaml.cs",".cs","0.0007","713"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Properties\AssemblyInfo.cs","AssemblyInfo.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Properties\AssemblyInfo.cs",".cs","0.0022","2292"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Properties\Resources.Designer.cs","Resources.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Properties\Resources.Designer.cs",".cs","0.0024","2477"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Properties\Resources.resx","Resources.resx","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Properties\Resources.resx",".resx","0.0054","5612"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Properties\Settings.Designer.cs","Settings.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Properties\Settings.Designer.cs",".cs","0.0016","1694"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Properties\Settings.settings","Settings.settings","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Demos\Demos\ControlsPart2\Backup\DataBoundTree\Properties\Settings.settings",".settings","0.001","1007"
