"Directory","FileName","FullPath","Extension","SizeMB","SizeBytes"
"NDC Oslo 2016","ForgotPassword.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Account\ForgotPassword.cshtml",".cshtml","0","873"
"NDC Oslo 2016","ForgotPasswordConfirmation.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Account\ForgotPasswordConfirmation.cshtml",".cshtml","0","211"
"NDC Oslo 2016","Login.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Account\Login.cshtml",".cshtml","0","2703"
"NDC Oslo 2016","Manage.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Account\Manage.cshtml",".cshtml","0","747"
"NDC Oslo 2016","Register.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Account\Register.cshtml",".cshtml","0","1364"
"NDC Oslo 2016","ResetPassword.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Account\ResetPassword.cshtml",".cshtml","0","1417"
"NDC Oslo 2016","ResetPasswordConfirmation.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Account\ResetPasswordConfirmation.cshtml",".cshtml","0","319"
"NDC Oslo 2016","About.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Home\About.cshtml",".cshtml","0","145"
"NDC Oslo 2016","Contact.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Home\Contact.cshtml",".cshtml","0","441"
"NDC Oslo 2016","Index.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Home\Index.cshtml",".cshtml","0","347"
"NDC Oslo 2016","Add.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Menu\Add.cshtml",".cshtml","0","1045"
"NDC Oslo 2016","_Layout.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Shared\_Layout.cshtml",".cshtml","0","1624"
"NDC Oslo 2016","_LoginPartial.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Shared\_LoginPartial.cshtml",".cshtml","0","887"
"NDC Oslo 2016","Error.cshtml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Chef\Views\Shared\Error.cshtml",".cshtml","0","192"
"NDC Oslo 2016","CloudService.ccproj","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\CloudService\CloudService.ccproj",".ccproj","0","3442"
"NDC Oslo 2016","ServiceConfiguration.Cloud.cscfg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\CloudService\ServiceConfiguration.Cloud.cscfg",".cscfg","0","3044"
"NDC Oslo 2016","ServiceConfiguration.Local.cscfg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\CloudService\ServiceConfiguration.Local.cscfg",".cscfg","0","3044"
"NDC Oslo 2016","ServiceDefinition.csdef","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\CloudService\ServiceDefinition.csdef",".csdef","0","1981"
"NDC Oslo 2016","diagnostics.wadcfg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\CloudService\Cashier3Content\diagnostics.wadcfg",".wadcfg","0","1617"
"NDC Oslo 2016","diagnostics.wadcfg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\CloudService\ChefContent\diagnostics.wadcfg",".wadcfg","0","1617"
"NDC Oslo 2016","Common.csproj","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Common\Common.csproj",".csproj","0","2387"
"NDC Oslo 2016","Consts.cs","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Common\Consts.cs",".cs","0","238"
"NDC Oslo 2016","MenuItem.cs","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Common\MenuItem.cs",".cs","0","102"
"NDC Oslo 2016","AssemblyInfo.cs","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\Common\Properties\AssemblyInfo.cs",".cs","0","1388"
"NDC Oslo 2016","repositories.config","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\repositories.config",".config","0","276"
"NDC Oslo 2016","Antlr.3.4.1.9004.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Antlr.3.4.1.9004\Antlr.3.4.1.9004.nupkg",".nupkg","0.14","145532"
"NDC Oslo 2016","Antlr3.Runtime.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Antlr.3.4.1.9004\lib\Antlr3.Runtime.dll",".dll","0.1","102912"
"NDC Oslo 2016","AspNet.ScriptManager.bootstrap.3.0.0.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\AspNet.ScriptManager.bootstrap.3.0.0\AspNet.ScriptManager.bootstrap.3.0.0.nupkg",".nupkg","0.01","7054"
"NDC Oslo 2016","AspNet.ScriptManager.bootstrap.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\AspNet.ScriptManager.bootstrap.3.0.0\lib\net40\AspNet.ScriptManager.bootstrap.dll",".dll","0.01","5632"
"NDC Oslo 2016","AspNet.ScriptManager.bootstrap.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\AspNet.ScriptManager.bootstrap.3.0.0\lib\net45\AspNet.ScriptManager.bootstrap.dll",".dll","0.01","6144"
"NDC Oslo 2016","AspNet.ScriptManager.jQuery.1.10.2.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\AspNet.ScriptManager.jQuery.1.10.2\AspNet.ScriptManager.jQuery.1.10.2.nupkg",".nupkg","0.01","7057"
"NDC Oslo 2016","AspNet.ScriptManager.jQuery.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\AspNet.ScriptManager.jQuery.1.10.2\lib\net40\AspNet.ScriptManager.jQuery.dll",".dll","0","5120"
"NDC Oslo 2016","AspNet.ScriptManager.jQuery.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\AspNet.ScriptManager.jQuery.1.10.2\lib\net45\AspNet.ScriptManager.jQuery.dll",".dll","0","5120"
"NDC Oslo 2016","bootstrap.3.0.0.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\bootstrap.3.0.0\bootstrap.3.0.0.nupkg",".nupkg","0.12","121137"
"NDC Oslo 2016","bootstrap.css","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\bootstrap.3.0.0\content\Content\bootstrap.css",".css","0.11","120502"
"NDC Oslo 2016","bootstrap.min.css","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\bootstrap.3.0.0\content\Content\bootstrap.min.css",".css","0.09","97949"
"NDC Oslo 2016","glyphicons-halflings-regular.eot","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\bootstrap.3.0.0\content\fonts\glyphicons-halflings-regular.eot",".eot","0.01","14079"
"NDC Oslo 2016","glyphicons-halflings-regular.svg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\bootstrap.3.0.0\content\fonts\glyphicons-halflings-regular.svg",".svg","0.06","63157"
"NDC Oslo 2016","glyphicons-halflings-regular.ttf","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\bootstrap.3.0.0\content\fonts\glyphicons-halflings-regular.ttf",".ttf","0.03","29512"
"NDC Oslo 2016","glyphicons-halflings-regular.woff","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\bootstrap.3.0.0\content\fonts\glyphicons-halflings-regular.woff",".woff","0.02","16448"
"NDC Oslo 2016","bootstrap.js","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\bootstrap.3.0.0\content\Scripts\bootstrap.js",".js","0.06","59250"
"NDC Oslo 2016","bootstrap.min.js","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\bootstrap.3.0.0\content\Scripts\bootstrap.min.js",".js","0.03","28518"
"NDC Oslo 2016","EntityFramework.6.1.0.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\EntityFramework.6.1.0.nupkg",".nupkg","4.03","4222059"
"NDC Oslo 2016","App.config.transform","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\content\App.config.transform",".transform","0","204"
"NDC Oslo 2016","Web.config.transform","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\content\Web.config.transform",".transform","0","204"
"NDC Oslo 2016","EntityFramework.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\lib\net40\EntityFramework.dll",".dll","4.73","4958368"
"NDC Oslo 2016","EntityFramework.SqlServer.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\lib\net40\EntityFramework.SqlServer.dll",".dll","0.57","594592"
"NDC Oslo 2016","EntityFramework.SqlServer.xml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\lib\net40\EntityFramework.SqlServer.xml",".xml","0.13","138620"
"NDC Oslo 2016","EntityFramework.xml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\lib\net40\EntityFramework.xml",".xml","3.01","3154328"
"NDC Oslo 2016","EntityFramework.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\lib\net45\EntityFramework.dll",".dll","4.94","5176480"
"NDC Oslo 2016","EntityFramework.SqlServer.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\lib\net45\EntityFramework.SqlServer.dll",".dll","0.57","597152"
"NDC Oslo 2016","EntityFramework.SqlServer.xml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\lib\net45\EntityFramework.SqlServer.xml",".xml","0.13","138620"
"NDC Oslo 2016","EntityFramework.xml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\lib\net45\EntityFramework.xml",".xml","3.39","3558783"
"NDC Oslo 2016","about_EntityFramework.help.txt","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\tools\about_EntityFramework.help.txt",".txt","0","1922"
"NDC Oslo 2016","EntityFramework.PowerShell.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\tools\EntityFramework.PowerShell.dll",".dll","0.05","50848"
"NDC Oslo 2016","EntityFramework.PowerShell.Utility.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\tools\EntityFramework.PowerShell.Utility.dll",".dll","0.01","13472"
"NDC Oslo 2016","EntityFramework.psd1","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\tools\EntityFramework.psd1",".psd1","0.02","24708"
"NDC Oslo 2016","EntityFramework.psm1","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\tools\EntityFramework.psm1",".psm1","0.04","43067"
"NDC Oslo 2016","init.ps1","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\tools\init.ps1",".ps1","0.01","9810"
"NDC Oslo 2016","install.ps1","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\tools\install.ps1",".ps1","0.01","9924"
"NDC Oslo 2016","migrate.exe","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\EntityFramework.6.1.0\tools\migrate.exe",".exe","0.51","539296"
"NDC Oslo 2016","jQuery.1.10.2.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\jQuery.1.10.2\jQuery.1.10.2.nupkg",".nupkg","0.23","240370"
"NDC Oslo 2016","jquery-1.10.2-vsdoc.js","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\jQuery.1.10.2\Content\Scripts\jquery-1.10.2-vsdoc.js",".js","0.2","208354"
"NDC Oslo 2016","jquery-1.10.2.js","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\jQuery.1.10.2\Content\Scripts\jquery-1.10.2.js",".js","0.26","273990"
"NDC Oslo 2016","jquery-1.10.2.min.js","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\jQuery.1.10.2\Content\Scripts\jquery-1.10.2.min.js",".js","0.09","94140"
"NDC Oslo 2016","jquery-1.10.2.min.map","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\jQuery.1.10.2\Content\Scripts\jquery-1.10.2.min.map",".map","0.13","140036"
"NDC Oslo 2016","common.ps1","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\jQuery.1.10.2\Tools\common.ps1",".ps1","0","3885"
"NDC Oslo 2016","install.ps1","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\jQuery.1.10.2\Tools\install.ps1",".ps1","0","1292"
"NDC Oslo 2016","jquery-1.10.2.intellisense.js","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\jQuery.1.10.2\Tools\jquery-1.10.2.intellisense.js",".js","0.15","159733"
"NDC Oslo 2016","uninstall.ps1","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\jQuery.1.10.2\Tools\uninstall.ps1",".ps1","0","1506"
"NDC Oslo 2016","jQuery.Validation.1.11.1.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\jQuery.Validation.1.11.1\jQuery.Validation.1.11.1.nupkg",".nupkg","0.03","33355"
"NDC Oslo 2016","jquery.validate-vsdoc.js","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\jQuery.Validation.1.11.1\Content\Scripts\jquery.validate-vsdoc.js",".js","0.04","43378"
"NDC Oslo 2016","jquery.validate.js","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\jQuery.Validation.1.11.1\Content\Scripts\jquery.validate.js",".js","0.04","39745"
"NDC Oslo 2016","jquery.validate.min.js","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\jQuery.Validation.1.11.1\Content\Scripts\jquery.validate.min.js",".js","0.02","21862"
"NDC Oslo 2016","Microsoft.AspNet.FriendlyUrls.1.0.2.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.1.0.2\Microsoft.AspNet.FriendlyUrls.1.0.2.nupkg",".nupkg","0.01","7250"
"NDC Oslo 2016","readme.txt","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.1.0.2\readme.txt",".txt","0","1679"
"NDC Oslo 2016","Site.Mobile.Master.cs.pp","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.1.0.2\Content\Site.Mobile.Master.cs.pp",".pp","0","330"
"NDC Oslo 2016","Site.Mobile.Master.designer.cs.pp","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.1.0.2\Content\Site.Mobile.Master.designer.cs.pp",".pp","0","1774"
"NDC Oslo 2016","Site.Mobile.Master.pp","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.1.0.2\Content\Site.Mobile.Master.pp",".pp","0","858"
"NDC Oslo 2016","ViewSwitcher.ascx.cs.pp","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.1.0.2\Content\ViewSwitcher.ascx.cs.pp",".pp","0","1592"
"NDC Oslo 2016","ViewSwitcher.ascx.designer.cs.pp","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.1.0.2\Content\ViewSwitcher.ascx.designer.cs.pp",".pp","0","448"
"NDC Oslo 2016","ViewSwitcher.ascx.pp","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.1.0.2\Content\ViewSwitcher.ascx.pp",".pp","0","269"
"NDC Oslo 2016","RouteConfig.cs.pp","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.1.0.2\Content\App_Start\RouteConfig.cs.pp",".pp","0","464"
"NDC Oslo 2016","Microsoft.AspNet.FriendlyUrls.Core.1.0.2.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.Core.1.0.2\Microsoft.AspNet.FriendlyUrls.Core.1.0.2.nupkg",".nupkg","0.05","53993"
"NDC Oslo 2016","Microsoft.AspNet.FriendlyUrls.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.Core.1.0.2\lib\net40\Microsoft.AspNet.FriendlyUrls.dll",".dll","0.04","45752"
"NDC Oslo 2016","Microsoft.AspNet.FriendlyUrls.xml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.Core.1.0.2\lib\net40\Microsoft.AspNet.FriendlyUrls.xml",".xml","0.01","14661"
"NDC Oslo 2016","Microsoft.AspNet.FriendlyUrls.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.Core.1.0.2\lib\net45\Microsoft.AspNet.FriendlyUrls.dll",".dll","0.04","45752"
"NDC Oslo 2016","Microsoft.AspNet.FriendlyUrls.xml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.FriendlyUrls.Core.1.0.2\lib\net45\Microsoft.AspNet.FriendlyUrls.xml",".xml","0.02","16230"
"NDC Oslo 2016","Microsoft.AspNet.Identity.Core.2.0.0.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.Identity.Core.2.0.0\Microsoft.AspNet.Identity.Core.2.0.0.nupkg",".nupkg","0.07","74420"
"NDC Oslo 2016","Microsoft.AspNet.Identity.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.Identity.Core.2.0.0\lib\net45\Microsoft.AspNet.Identity.Core.dll",".dll","0.16","165024"
"NDC Oslo 2016","Microsoft.AspNet.Identity.Core.xml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.Identity.Core.2.0.0\lib\net45\Microsoft.AspNet.Identity.Core.xml",".xml","0.11","119618"
"NDC Oslo 2016","Microsoft.AspNet.Identity.EntityFramework.2.0.0.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.Identity.EntityFramework.2.0.0\Microsoft.AspNet.Identity.EntityFramework.2.0.0.nupkg",".nupkg","0.03","33810"
"NDC Oslo 2016","Microsoft.AspNet.Identity.EntityFramework.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.Identity.EntityFramework.2.0.0\lib\net45\Microsoft.AspNet.Identity.EntityFramework.dll",".dll","0.06","60064"
"NDC Oslo 2016","Microsoft.AspNet.Identity.EntityFramework.xml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.Identity.EntityFramework.2.0.0\lib\net45\Microsoft.AspNet.Identity.EntityFramework.xml",".xml","0.04","44585"
"NDC Oslo 2016","Microsoft.AspNet.Identity.Owin.2.0.0.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.Identity.Owin.2.0.0\Microsoft.AspNet.Identity.Owin.2.0.0.nupkg",".nupkg","0.02","24008"
"NDC Oslo 2016","Microsoft.AspNet.Identity.Owin.dll","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.Identity.Owin.2.0.0\lib\net45\Microsoft.AspNet.Identity.Owin.dll",".dll","0.04","37024"
"NDC Oslo 2016","Microsoft.AspNet.Identity.Owin.xml","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.Identity.Owin.2.0.0\lib\net45\Microsoft.AspNet.Identity.Owin.xml",".xml","0.02","20325"
"NDC Oslo 2016","Microsoft.AspNet.Mvc.5.1.2.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\NDC Oslo 2016\Cloud Patterns\Azure Cloud Patterns\Demos\InRoleCache\packages\Microsoft.AspNet.Mvc.5.1.2\Microsoft.AspNet.Mvc.5.1.2.nupkg",".nupkg","0.28","290281"
